activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
Password Change,0.0,Mobile-Android,"Sao Paulo, BR",1,0,Not Fraud,22,1,0
Card Swipe,307.15,Desktop-Mac,"Moscow, RU",4,2,Not Fraud,20,6,1
ATM Withdrawal,253.6,Mobile-Android,"Lagos, NG",4,1,Not Fraud,6,3,0
Card Swipe,328.58,Tablet,"Moscow, RU",6,2,Fraud,23,6,1
Card Swipe,175.17,Tablet,"Moscow, RU",1,0,Fraud,17,1,0
Online Purchase,942.59,Mobile-iOS,"Mumbai, IN",2,2,Not Fraud,21,6,1
Loan Application,8505.77,ATM,"Chicago, US",4,0,Not Fraud,16,5,1
Online Purchase,2395.1,POS-Terminal,"Singapore, SG",3,0,Not Fraud,15,5,1
Password Change,0.0,Tablet,"Bangalore, IN",2,0,Not Fraud,10,1,0
Login,0.0,Desktop-Mac,"Bangalore, IN",10,0,Not Fraud,5,4,0
Online Purchase,800.78,Mobile-Android,"Bangalore, IN",2,0,Not Fraud,23,0,0
Money Transfer,5583.25,Mobile-Android,Unknown Location,3,0,Not Fraud,14,6,1
ATM Withdrawal,220.6,ATM,"London, UK",3,2,Not Fraud,10,1,0
Online Purchase,519.67,Tablet,"New York, US",1,0,Not Fraud,22,0,0
Online Purchase,2536.92,Mobile-iOS,"Singapore, SG",1,0,Not Fraud,9,2,0
Card Swipe,114.56,Desktop-Mac,"Bangalore, IN",4,0,Not Fraud,7,2,0
ATM Withdrawal,110.51,Tablet,"Mumbai, IN",1,0,Not Fraud,17,2,0
Password Change,0.0,POS-Terminal,"Beijing, CN",1,0,Not Fraud,8,6,1
Add Beneficiary,0.0,Mobile-iOS,"Delhi, IN",6,4,Not Fraud,10,1,0
Login,0.0,Mobile-Android,"Sydney, AU",4,3,Not Fraud,12,1,0
ATM Withdrawal,189.63,Mobile-iOS,"Dubai, AE",3,0,Not Fraud,23,3,0
Password Change,0.0,Mobile-iOS,"Los Angeles, US",3,0,Not Fraud,2,1,0
Card Swipe,83.02,Mobile-iOS,"London, UK",2,0,Not Fraud,8,0,0
Loan Application,13109.71,Desktop-Windows,"Lagos, NG",7,2,Fraud,18,5,1
Loan Application,14264.95,ATM,"Houston, US",1,0,Not Fraud,5,1,0
Wallet Top-up,2796.79,Mobile-iOS,"Berlin, DE",2,0,Not Fraud,10,3,0
Bill Payment,149.79,Tablet,"Dubai, AE",3,0,Not Fraud,8,5,1
Bill Payment,1922.21,Mobile-Android,"Toronto, CA",2,0,Not Fraud,18,1,0
Card Swipe,481.43,Tablet,"Sao Paulo, BR",4,1,Not Fraud,22,3,0
Login,0.0,Desktop-Windows,"Chicago, US",6,0,Not Fraud,9,0,0
Password Change,0.0,Desktop-Mac,"Berlin, DE",4,0,Not Fraud,13,1,0
Online Purchase,431.23,Desktop-Mac,"Delhi, IN",4,0,Not Fraud,21,3,0
Add Beneficiary,0.0,POS-Terminal,Unknown Location,1,0,Not Fraud,22,0,0
Money Transfer,11984.82,Mobile-Android,Unknown Location,5,0,Fraud,11,5,1
Bill Payment,38.11,Desktop-Windows,"Los Angeles, US",2,0,Not Fraud,7,5,1
Add Beneficiary,0.0,Tablet,"Mumbai, IN",2,2,Not Fraud,11,6,1
Wallet Top-up,113.29,Tablet,"Los Angeles, US",8,3,Not Fraud,18,6,1
Bill Payment,430.92,Desktop-Windows,"Delhi, IN",1,0,Not Fraud,21,2,0
Loan Application,3913.6,Tablet,"Lagos, NG",10,0,Fraud,19,6,1
Card Swipe,395.64,POS-Terminal,"Sydney, AU",1,0,Not Fraud,9,0,0
Card Swipe,478.28,ATM,"Sao Paulo, BR",3,0,Not Fraud,10,5,1
ATM Withdrawal,405.03,Mobile-Android,"Bangalore, IN",1,3,Not Fraud,18,0,0
Loan Application,6041.83,Tablet,"London, UK",4,2,Not Fraud,20,4,0
Wallet Top-up,1520.0,Desktop-Windows,"Toronto, CA",1,0,Not Fraud,12,0,0
Add Beneficiary,0.0,Desktop-Mac,"Kolkata, IN",2,0,Not Fraud,12,3,0
Card Swipe,464.64,ATM,"London, UK",1,2,Not Fraud,12,0,0
Loan Application,7568.11,POS-Terminal,"New York, US",2,0,Not Fraud,6,2,0
Login,0.0,ATM,"Mumbai, IN",3,2,Not Fraud,13,6,1
Login,0.0,Mobile-Android,"Kolkata, IN",1,0,Not Fraud,8,6,1
Add Beneficiary,0.0,Tablet,"Toronto, CA",5,0,Not Fraud,19,0,0
Bill Payment,1932.17,Mobile-iOS,"Beijing, CN",1,2,Not Fraud,17,3,0
Password Change,0.0,POS-Terminal,"Dubai, AE",2,3,Not Fraud,22,1,0
Online Purchase,1386.55,Tablet,"Singapore, SG",1,5,Not Fraud,17,3,0
Password Change,0.0,Desktop-Mac,"Bangalore, IN",1,0,Not Fraud,17,3,0
Login,0.0,Mobile-Android,"New York, US",5,2,Not Fraud,12,6,1
Add Beneficiary,0.0,Mobile-iOS,"Dubai, AE",4,1,Not Fraud,18,5,1
Login,0.0,Mobile-Android,"Sydney, AU",9,0,Not Fraud,20,3,0
ATM Withdrawal,454.58,Mobile-Android,"Moscow, RU",4,2,Not Fraud,17,3,0
Wallet Top-up,609.13,POS-Terminal,"Sao Paulo, BR",1,0,Not Fraud,8,4,0
Card Swipe,482.43,Desktop-Mac,"New York, US",2,0,Not Fraud,15,6,1
Card Swipe,457.91,ATM,"Lagos, NG",2,0,Not Fraud,16,5,1
Add Beneficiary,0.0,Mobile-iOS,"Kolkata, IN",2,0,Not Fraud,10,5,1
ATM Withdrawal,272.28,ATM,"Kolkata, IN",4,0,Not Fraud,21,4,0
Card Swipe,494.55,ATM,"Chicago, US",1,5,Not Fraud,9,5,1
Online Purchase,47.56,Desktop-Mac,"New York, US",1,1,Not Fraud,12,1,0
ATM Withdrawal,213.63,Desktop-Windows,"Los Angeles, US",7,0,Not Fraud,21,1,0
Money Transfer,17067.95,ATM,"Berlin, DE",7,4,Fraud,0,5,1
Money Transfer,10034.24,Mobile-Android,"Bangalore, IN",3,1,Not Fraud,19,6,1
Add Beneficiary,0.0,Mobile-Android,"Singapore, SG",3,4,Not Fraud,19,5,1
Password Change,0.0,Mobile-iOS,"Bangalore, IN",7,0,Not Fraud,8,5,1
Add Beneficiary,0.0,Desktop-Mac,"Houston, US",1,0,Not Fraud,7,6,1
Wallet Top-up,2313.66,Mobile-Android,"New York, US",1,0,Not Fraud,12,3,0
Add Beneficiary,0.0,Desktop-Mac,"Los Angeles, US",5,0,Not Fraud,18,5,1
Card Swipe,252.23,Mobile-Android,"Moscow, RU",1,2,Fraud,23,5,1
ATM Withdrawal,29.08,POS-Terminal,"London, UK",2,0,Not Fraud,7,2,0
Wallet Top-up,1094.54,Mobile-Android,"New York, US",1,0,Not Fraud,14,1,0
Password Change,0.0,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,7,3,0
ATM Withdrawal,162.63,ATM,"Los Angeles, US",4,3,Not Fraud,18,4,0
Money Transfer,17911.75,Desktop-Mac,"Los Angeles, US",2,1,Not Fraud,18,6,1
Loan Application,129.99,Desktop-Windows,"Delhi, IN",1,0,Not Fraud,20,6,1
Bill Payment,559.46,POS-Terminal,"Dubai, AE",2,1,Not Fraud,21,0,0
Online Purchase,2968.99,Tablet,"Berlin, DE",4,0,Not Fraud,0,1,0
Online Purchase,2475.95,Desktop-Mac,"Singapore, SG",1,0,Not Fraud,11,6,1
Loan Application,9978.66,POS-Terminal,"London, UK",1,0,Not Fraud,23,1,0
Login,0.0,POS-Terminal,"Los Angeles, US",2,4,Not Fraud,10,6,1
Online Purchase,2153.12,Desktop-Windows,"Houston, US",1,1,Not Fraud,19,1,0
Add Beneficiary,0.0,Desktop-Mac,"Beijing, CN",5,0,Not Fraud,12,2,0
Online Purchase,1472.29,Mobile-Android,"Bangalore, IN",1,1,Not Fraud,22,3,0
Online Purchase,1243.15,Mobile-iOS,"Delhi, IN",1,1,Not Fraud,20,3,0
Password Change,0.0,POS-Terminal,"Dubai, AE",5,4,Fraud,11,4,0
Online Purchase,1317.2,Desktop-Mac,"Delhi, IN",9,0,Not Fraud,8,6,1
Password Change,0.0,ATM,"Beijing, CN",4,1,Not Fraud,14,1,0
Online Purchase,2696.83,Tablet,"Dubai, AE",3,3,Not Fraud,10,5,1
Bill Payment,2876.07,Desktop-Mac,"Lagos, NG",1,0,Not Fraud,11,3,0
ATM Withdrawal,351.05,POS-Terminal,"Dubai, AE",3,0,Not Fraud,10,6,1
Loan Application,3965.56,Desktop-Windows,"Bangalore, IN",1,0,Not Fraud,10,4,0
Money Transfer,2108.69,Mobile-Android,"Houston, US",2,5,Not Fraud,20,6,1
Bill Payment,666.09,Desktop-Windows,"New York, US",3,0,Not Fraud,9,4,0
Online Purchase,284.98,ATM,"London, UK",3,1,Not Fraud,21,4,0
ATM Withdrawal,275.13,ATM,"Sydney, AU",10,1,Not Fraud,16,3,0
Wallet Top-up,1750.72,POS-Terminal,"Mumbai, IN",2,0,Not Fraud,21,6,1
Loan Application,476.16,Mobile-iOS,"Sao Paulo, BR",4,0,Not Fraud,10,0,0
ATM Withdrawal,235.82,Mobile-Android,"Chicago, US",6,0,Not Fraud,16,1,0
Money Transfer,16680.71,Desktop-Windows,"New York, US",1,2,Not Fraud,8,3,0
Bill Payment,639.3,POS-Terminal,"Dubai, AE",1,0,Not Fraud,8,4,0
Loan Application,10680.31,Tablet,"Dubai, AE",2,0,Not Fraud,15,4,0
Add Beneficiary,0.0,Mobile-Android,"Singapore, SG",1,1,Not Fraud,11,2,0
Wallet Top-up,1440.57,ATM,"Chicago, US",2,0,Not Fraud,21,1,0
Login,0.0,Mobile-Android,"London, UK",3,0,Not Fraud,14,4,0
Bill Payment,2485.19,Mobile-iOS,"Chicago, US",4,1,Not Fraud,2,6,1
Loan Application,8874.84,POS-Terminal,"Berlin, DE",2,1,Not Fraud,12,1,0
Login,0.0,Mobile-Android,"Dubai, AE",4,0,Not Fraud,18,3,0
Money Transfer,13774.73,ATM,"Singapore, SG",3,0,Not Fraud,13,2,0
Password Change,0.0,Tablet,"Moscow, RU",4,0,Not Fraud,12,5,1
Card Swipe,150.72,Mobile-iOS,"Dubai, AE",1,0,Not Fraud,14,5,1
Card Swipe,29.79,Mobile-Android,"New York, US",1,0,Not Fraud,13,1,0
Wallet Top-up,828.86,Mobile-iOS,"Delhi, IN",4,0,Not Fraud,8,5,1
Password Change,0.0,Desktop-Mac,"Sao Paulo, BR",3,0,Not Fraud,11,2,0
Online Purchase,724.97,Tablet,"Mumbai, IN",10,1,Not Fraud,15,0,0
Login,0.0,ATM,"Sydney, AU",6,3,Not Fraud,21,3,0
Bill Payment,1644.7,Tablet,"Houston, US",4,0,Not Fraud,13,2,0
Money Transfer,2872.94,Mobile-iOS,"Sydney, AU",3,1,Not Fraud,12,5,1
Bill Payment,67.02,Desktop-Windows,"Sao Paulo, BR",5,0,Not Fraud,20,0,0
Money Transfer,9266.21,Desktop-Mac,"Chicago, US",7,0,Fraud,2,2,0
Add Beneficiary,0.0,Desktop-Windows,"Lagos, NG",1,0,Not Fraud,18,5,1
Add Beneficiary,0.0,Desktop-Windows,"Sydney, AU",8,0,Not Fraud,11,5,1
Password Change,0.0,Mobile-iOS,"Dubai, AE",1,1,Not Fraud,10,1,0
Password Change,0.0,ATM,"Toronto, CA",1,0,Not Fraud,1,2,0
ATM Withdrawal,297.69,Mobile-iOS,"Berlin, DE",5,0,Not Fraud,20,6,1
Money Transfer,10910.34,Mobile-Android,"Moscow, RU",1,0,Fraud,15,6,1
Add Beneficiary,0.0,ATM,"Moscow, RU",2,1,Not Fraud,20,2,0
Card Swipe,480.76,ATM,"Sydney, AU",1,3,Not Fraud,20,4,0
Loan Application,2179.58,ATM,"Moscow, RU",7,0,Fraud,18,6,1
Card Swipe,139.3,Desktop-Mac,"Singapore, SG",6,1,Not Fraud,10,5,1
Bill Payment,2658.22,Mobile-Android,"Singapore, SG",3,0,Not Fraud,6,5,1
Add Beneficiary,0.0,Tablet,"Chicago, US",10,0,Not Fraud,14,1,0
Bill Payment,225.14,Mobile-Android,"Los Angeles, US",7,1,Not Fraud,13,4,0
Login,0.0,ATM,"Mumbai, IN",2,0,Not Fraud,19,5,1
Money Transfer,2374.43,Mobile-Android,Tor Exit Node,6,0,Not Fraud,8,6,1
Login,0.0,Desktop-Windows,Tor Exit Node,1,4,Not Fraud,12,6,1
Password Change,0.0,Mobile-iOS,"Bangalore, IN",1,0,Not Fraud,3,2,0
Loan Application,4256.63,Mobile-Android,"Chicago, US",2,0,Not Fraud,14,4,0
Online Purchase,1433.28,Tablet,"Chicago, US",1,0,Not Fraud,17,6,1
Money Transfer,13357.16,ATM,"New York, US",2,0,Not Fraud,13,3,0
Loan Application,3676.47,ATM,"Houston, US",4,1,Fraud,0,4,0
ATM Withdrawal,416.84,POS-Terminal,"Beijing, CN",4,2,Not Fraud,16,3,0
Bill Payment,1608.12,Mobile-iOS,"Chicago, US",3,0,Not Fraud,12,0,0
Bill Payment,2672.17,ATM,"London, UK",4,1,Not Fraud,7,5,1
Add Beneficiary,0.0,Mobile-iOS,"Delhi, IN",1,1,Not Fraud,16,4,0
Online Purchase,931.96,Tablet,"London, UK",3,0,Not Fraud,22,2,0
Wallet Top-up,2272.25,Desktop-Windows,"Kolkata, IN",6,0,Not Fraud,19,2,0
Password Change,0.0,Mobile-iOS,"Delhi, IN",4,0,Not Fraud,1,6,1
Money Transfer,15682.84,POS-Terminal,"Los Angeles, US",5,0,Not Fraud,12,1,0
Bill Payment,2300.64,ATM,"Chicago, US",5,1,Not Fraud,19,4,0
Online Purchase,1764.9,POS-Terminal,"Singapore, SG",5,2,Not Fraud,18,1,0
Login,0.0,Tablet,"Delhi, IN",6,0,Not Fraud,0,1,0
Online Purchase,229.79,ATM,"Kolkata, IN",5,0,Not Fraud,17,3,0
Login,0.0,POS-Terminal,"Moscow, RU",5,0,Not Fraud,16,0,0
Wallet Top-up,591.72,POS-Terminal,"Chicago, US",4,0,Not Fraud,15,2,0
Card Swipe,225.92,POS-Terminal,Tor Exit Node,6,1,Fraud,15,2,0
Password Change,0.0,ATM,"Sydney, AU",3,0,Not Fraud,0,3,0
Loan Application,14000.64,Mobile-Android,"Delhi, IN",2,0,Not Fraud,15,6,1
Card Swipe,123.74,POS-Terminal,Unknown Location,1,3,Not Fraud,22,2,0
Wallet Top-up,2781.86,Mobile-iOS,"Beijing, CN",1,0,Not Fraud,13,1,0
Add Beneficiary,0.0,Mobile-iOS,"Bangalore, IN",2,4,Not Fraud,10,6,1
Online Purchase,1345.23,Desktop-Windows,"Lagos, NG",4,0,Not Fraud,20,3,0
Add Beneficiary,0.0,Desktop-Mac,"Toronto, CA",10,0,Not Fraud,11,5,1
Add Beneficiary,0.0,Desktop-Mac,"Sao Paulo, BR",2,0,Not Fraud,13,3,0
Bill Payment,1918.99,Tablet,"Dubai, AE",1,0,Not Fraud,20,5,1
Card Swipe,394.35,Desktop-Mac,"Singapore, SG",1,2,Not Fraud,17,0,0
Bill Payment,1632.82,Mobile-iOS,"Lagos, NG",2,1,Fraud,23,4,0
Add Beneficiary,0.0,Desktop-Mac,"Beijing, CN",2,3,Not Fraud,12,6,1
Bill Payment,2581.0,Tablet,"Chicago, US",3,0,Not Fraud,0,0,0
Money Transfer,19843.41,ATM,"Mumbai, IN",9,3,Fraud,17,5,1
Money Transfer,10480.61,Mobile-iOS,"Mumbai, IN",2,0,Not Fraud,18,1,0
ATM Withdrawal,125.26,Tablet,"Singapore, SG",8,0,Not Fraud,16,6,1
Wallet Top-up,1302.29,Tablet,"Kolkata, IN",3,0,Not Fraud,17,3,0
Wallet Top-up,1890.4,POS-Terminal,"Lagos, NG",2,2,Not Fraud,16,5,1
Password Change,0.0,Desktop-Mac,"Bangalore, IN",2,0,Not Fraud,21,1,0
ATM Withdrawal,196.42,POS-Terminal,"Beijing, CN",2,0,Not Fraud,6,4,0
Bill Payment,2571.79,POS-Terminal,"Dubai, AE",5,0,Not Fraud,15,3,0
Wallet Top-up,958.17,POS-Terminal,"Moscow, RU",1,0,Not Fraud,14,0,0
Add Beneficiary,0.0,Desktop-Mac,"Lagos, NG",1,0,Fraud,12,2,0
Password Change,0.0,Tablet,"Delhi, IN",3,0,Not Fraud,20,6,1
Bill Payment,1916.71,POS-Terminal,"Lagos, NG",1,0,Not Fraud,16,5,1
Loan Application,18694.0,POS-Terminal,"Beijing, CN",2,0,Not Fraud,11,1,0
Password Change,0.0,Tablet,"London, UK",3,0,Not Fraud,12,0,0
Wallet Top-up,2133.29,Tablet,"London, UK",2,2,Not Fraud,12,1,0
ATM Withdrawal,414.18,Tablet,"Chicago, US",3,0,Not Fraud,10,1,0
Loan Application,9710.77,Desktop-Windows,"Lagos, NG",1,0,Fraud,2,0,0
ATM Withdrawal,53.22,Desktop-Windows,"Houston, US",1,0,Not Fraud,11,3,0
Wallet Top-up,296.65,Mobile-Android,"New York, US",3,4,Not Fraud,19,6,1
Money Transfer,752.08,Tablet,"Kolkata, IN",1,0,Not Fraud,11,5,1
Card Swipe,13.3,Tablet,"Lagos, NG",4,0,Not Fraud,12,0,0
Add Beneficiary,0.0,Tablet,"Sydney, AU",4,0,Not Fraud,4,3,0
Card Swipe,355.99,Desktop-Windows,"Lagos, NG",2,0,Not Fraud,14,5,1
Bill Payment,1508.58,Mobile-Android,"Dubai, AE",2,0,Not Fraud,11,4,0
Login,0.0,Mobile-iOS,"Lagos, NG",6,0,Not Fraud,8,4,0
Password Change,0.0,Desktop-Windows,"Mumbai, IN",1,0,Not Fraud,20,3,0
Money Transfer,5713.99,Desktop-Mac,"Delhi, IN",3,1,Not Fraud,10,5,1
Add Beneficiary,0.0,POS-Terminal,"Kolkata, IN",3,0,Not Fraud,13,2,0
Wallet Top-up,2954.45,Mobile-iOS,"Kolkata, IN",1,0,Not Fraud,17,5,1
Bill Payment,575.32,ATM,"Moscow, RU",3,0,Not Fraud,4,3,0
Money Transfer,10415.83,POS-Terminal,"Lagos, NG",2,0,Not Fraud,12,5,1
Money Transfer,13319.89,Desktop-Mac,"Bangalore, IN",1,4,Fraud,9,0,0
Add Beneficiary,0.0,Mobile-iOS,"Moscow, RU",2,1,Not Fraud,8,1,0
Money Transfer,7880.29,Mobile-Android,"Moscow, RU",1,0,Not Fraud,14,2,0
Login,0.0,Tablet,"Singapore, SG",1,0,Not Fraud,11,2,0
Loan Application,1553.49,Mobile-iOS,"Singapore, SG",2,0,Not Fraud,11,3,0
Online Purchase,964.01,Desktop-Mac,"Sao Paulo, BR",2,1,Not Fraud,22,5,1
Add Beneficiary,0.0,Desktop-Windows,"Singapore, SG",3,4,Not Fraud,11,3,0
Bill Payment,2680.35,Desktop-Mac,"New York, US",3,0,Not Fraud,15,4,0
Online Purchase,2001.83,Desktop-Mac,"Sao Paulo, BR",1,1,Not Fraud,15,4,0
Online Purchase,396.35,Mobile-iOS,"Berlin, DE",2,1,Not Fraud,1,6,1
Bill Payment,117.78,Tablet,"Dubai, AE",3,0,Not Fraud,2,1,0
Wallet Top-up,1075.31,Mobile-Android,"Berlin, DE",7,1,Not Fraud,10,0,0
Online Purchase,2768.02,ATM,"Lagos, NG",1,0,Not Fraud,16,3,0
Login,0.0,ATM,Unknown Location,7,1,Not Fraud,18,2,0
Online Purchase,1436.52,Mobile-Android,"Moscow, RU",1,0,Not Fraud,16,2,0
Loan Application,10022.31,Mobile-Android,"Moscow, RU",4,0,Fraud,16,5,1
Card Swipe,378.8,POS-Terminal,"Beijing, CN",1,0,Not Fraud,8,3,0
Login,0.0,Mobile-iOS,"Sao Paulo, BR",3,3,Not Fraud,8,4,0
Loan Application,14948.12,Desktop-Mac,"Delhi, IN",1,0,Not Fraud,9,2,0
Wallet Top-up,315.37,Mobile-Android,"Toronto, CA",4,1,Not Fraud,18,6,1
Bill Payment,454.63,ATM,"Lagos, NG",4,0,Not Fraud,10,0,0
Login,0.0,Tablet,"Moscow, RU",1,1,Not Fraud,19,4,0
Card Swipe,68.14,Tablet,"Mumbai, IN",2,0,Not Fraud,10,2,0
Money Transfer,17767.64,Mobile-Android,"Delhi, IN",2,0,Not Fraud,18,6,1
Bill Payment,1799.21,Desktop-Mac,"Delhi, IN",3,0,Not Fraud,4,2,0
Wallet Top-up,1952.03,ATM,"Chicago, US",6,0,Not Fraud,21,5,1
Login,0.0,Desktop-Windows,"Singapore, SG",2,0,Not Fraud,10,5,1
ATM Withdrawal,315.22,Desktop-Windows,"Mumbai, IN",2,0,Not Fraud,12,5,1
Money Transfer,2780.34,Mobile-Android,"New York, US",1,0,Not Fraud,19,2,0
Wallet Top-up,693.4,Desktop-Mac,"Chicago, US",2,0,Not Fraud,13,4,0
Money Transfer,3005.24,POS-Terminal,"Los Angeles, US",1,0,Fraud,1,5,1
Online Purchase,166.38,ATM,"Singapore, SG",2,0,Not Fraud,17,0,0
Online Purchase,2404.07,Mobile-Android,"Lagos, NG",1,0,Not Fraud,9,1,0
Card Swipe,24.55,POS-Terminal,"Berlin, DE",4,0,Not Fraud,8,3,0
Add Beneficiary,0.0,Mobile-Android,"Mumbai, IN",1,0,Not Fraud,20,5,1
Login,0.0,Desktop-Mac,"Los Angeles, US",8,0,Not Fraud,4,3,0
Login,0.0,Mobile-Android,"Singapore, SG",1,1,Not Fraud,13,2,0
Loan Application,15157.88,Tablet,"New York, US",1,5,Fraud,20,1,0
ATM Withdrawal,309.17,POS-Terminal,"Dubai, AE",5,3,Not Fraud,14,1,0
Card Swipe,323.05,Desktop-Mac,"Beijing, CN",5,0,Not Fraud,16,6,1
Add Beneficiary,0.0,Desktop-Windows,"Kolkata, IN",2,0,Not Fraud,22,0,0
Password Change,0.0,Tablet,"Beijing, CN",3,0,Not Fraud,13,3,0
Money Transfer,14244.16,ATM,"Kolkata, IN",3,0,Not Fraud,21,0,0
Card Swipe,411.71,Desktop-Mac,"Los Angeles, US",1,1,Not Fraud,14,3,0
Wallet Top-up,2831.42,POS-Terminal,"Sao Paulo, BR",3,0,Not Fraud,19,2,0
Money Transfer,19521.43,Tablet,"Moscow, RU",8,3,Fraud,22,6,1
Add Beneficiary,0.0,Mobile-iOS,"Berlin, DE",2,2,Not Fraud,20,2,0
Online Purchase,1715.41,Mobile-Android,"Sydney, AU",1,0,Not Fraud,13,2,0
Money Transfer,16584.77,Mobile-Android,"Toronto, CA",2,1,Not Fraud,9,6,1
Loan Application,5444.8,Tablet,"Chicago, US",4,0,Not Fraud,8,5,1
Login,0.0,Desktop-Windows,"Singapore, SG",1,0,Not Fraud,15,4,0
Login,0.0,Mobile-iOS,"Sydney, AU",3,2,Not Fraud,13,2,0
Password Change,0.0,ATM,"Dubai, AE",3,0,Not Fraud,7,3,0
Loan Application,18528.23,Desktop-Mac,"Delhi, IN",1,0,Not Fraud,17,4,0
Card Swipe,260.73,Tablet,"Mumbai, IN",2,0,Not Fraud,8,6,1
ATM Withdrawal,275.88,ATM,"London, UK",2,0,Not Fraud,8,1,0
Add Beneficiary,0.0,Mobile-iOS,"Kolkata, IN",4,0,Not Fraud,8,5,1
Loan Application,16668.76,Mobile-Android,"Lagos, NG",4,1,Fraud,7,4,0
Online Purchase,2145.63,Desktop-Mac,"Singapore, SG",2,5,Not Fraud,7,4,0
Wallet Top-up,1535.58,Mobile-Android,"Singapore, SG",2,4,Fraud,12,6,1
Loan Application,1992.36,POS-Terminal,"Toronto, CA",1,0,Not Fraud,11,2,0
Card Swipe,449.32,Mobile-iOS,"Beijing, CN",3,0,Not Fraud,21,1,0
Login,0.0,Mobile-iOS,"Los Angeles, US",1,0,Not Fraud,20,3,0
Loan Application,3734.92,Desktop-Mac,"Moscow, RU",2,2,Fraud,12,1,0
Loan Application,11013.56,Desktop-Windows,"Beijing, CN",5,0,Fraud,11,0,0
Money Transfer,2526.13,Mobile-Android,"Dubai, AE",4,5,Not Fraud,8,6,1
Password Change,0.0,POS-Terminal,"Sao Paulo, BR",1,0,Not Fraud,7,5,1
Password Change,0.0,Mobile-Android,"Sydney, AU",1,0,Not Fraud,10,6,1
Login,0.0,ATM,"Chicago, US",2,0,Not Fraud,15,2,0
Add Beneficiary,0.0,ATM,"Singapore, SG",5,0,Fraud,23,2,0
Login,0.0,Mobile-Android,"Dubai, AE",7,0,Not Fraud,11,1,0
Wallet Top-up,2677.93,Desktop-Windows,"Kolkata, IN",1,0,Not Fraud,15,2,0
Online Purchase,2571.83,Desktop-Mac,"Berlin, DE",5,0,Not Fraud,12,2,0
Login,0.0,Tablet,"Mumbai, IN",7,0,Not Fraud,7,2,0
Bill Payment,460.71,Desktop-Mac,"Kolkata, IN",2,1,Not Fraud,9,5,1
Password Change,0.0,Mobile-Android,"Houston, US",4,0,Not Fraud,16,0,0
Wallet Top-up,2391.66,Tablet,"New York, US",2,0,Not Fraud,16,0,0
Online Purchase,2624.48,Desktop-Mac,Unknown Location,6,3,Fraud,9,2,0
Add Beneficiary,0.0,ATM,"Delhi, IN",1,0,Not Fraud,19,4,0
Wallet Top-up,757.43,Mobile-iOS,"Delhi, IN",3,1,Not Fraud,18,5,1
Bill Payment,1108.64,Mobile-iOS,"Chicago, US",3,1,Not Fraud,10,4,0
ATM Withdrawal,33.1,POS-Terminal,"Mumbai, IN",3,0,Not Fraud,17,3,0
Money Transfer,2841.88,Desktop-Windows,"Berlin, DE",3,1,Not Fraud,9,4,0
Card Swipe,224.81,POS-Terminal,"Toronto, CA",3,1,Not Fraud,18,1,0
Online Purchase,2603.49,ATM,"Los Angeles, US",2,1,Not Fraud,15,3,0
Online Purchase,2480.97,Mobile-Android,"Delhi, IN",10,4,Fraud,10,2,0
ATM Withdrawal,315.82,Desktop-Windows,"New York, US",5,2,Not Fraud,10,3,0
Add Beneficiary,0.0,Mobile-Android,"Dubai, AE",2,0,Not Fraud,13,0,0
ATM Withdrawal,219.47,Desktop-Windows,"Beijing, CN",2,0,Not Fraud,19,5,1
Login,0.0,ATM,"Sao Paulo, BR",2,0,Not Fraud,16,4,0
Card Swipe,480.57,POS-Terminal,"Delhi, IN",3,0,Not Fraud,14,6,1
ATM Withdrawal,496.67,ATM,"Bangalore, IN",1,0,Not Fraud,11,1,0
Online Purchase,114.11,POS-Terminal,"Kolkata, IN",4,0,Not Fraud,7,0,0
Loan Application,9018.13,Mobile-Android,"Chicago, US",1,0,Not Fraud,14,1,0
Bill Payment,1553.66,Tablet,Unknown Location,1,0,Not Fraud,14,2,0
Login,0.0,Desktop-Mac,"Bangalore, IN",1,3,Not Fraud,0,2,0
Login,0.0,Desktop-Windows,"Delhi, IN",1,0,Not Fraud,14,1,0
Password Change,0.0,Tablet,"Sao Paulo, BR",4,0,Not Fraud,16,5,1
Loan Application,6362.02,Mobile-iOS,"Sao Paulo, BR",10,0,Fraud,17,2,0
Password Change,0.0,Tablet,"Delhi, IN",5,0,Not Fraud,19,3,0
ATM Withdrawal,55.09,Desktop-Windows,"Toronto, CA",1,0,Not Fraud,0,5,1
Card Swipe,275.41,Tablet,"London, UK",3,0,Not Fraud,7,0,0
Add Beneficiary,0.0,Mobile-iOS,"Mumbai, IN",4,0,Not Fraud,12,3,0
Loan Application,9209.31,Tablet,"Lagos, NG",6,0,Fraud,0,0,0
Password Change,0.0,Mobile-iOS,"Mumbai, IN",5,0,Not Fraud,1,6,1
Bill Payment,71.72,ATM,"Kolkata, IN",2,4,Not Fraud,6,6,1
ATM Withdrawal,489.11,Tablet,"Mumbai, IN",1,0,Not Fraud,15,0,0
Money Transfer,9238.38,POS-Terminal,"Chicago, US",1,0,Not Fraud,13,5,1
Wallet Top-up,438.24,Mobile-iOS,"Bangalore, IN",1,0,Not Fraud,7,0,0
Loan Application,1535.24,Desktop-Windows,"Sao Paulo, BR",2,3,Fraud,3,4,0
