  ,activity,amount,timestamp,device,location,frequency,failed_attempts,previous_behavior,risk_label
user_1602,Password Change,0,02-06-2025 17:51,POS-Terminal,"Singapore, SG",1,0,Dormant account - reactivated,Not Fraud
user_1725,Loan Application,19672.98,26-03-2025 17:25,ATM,"Delhi, IN",1,0,Frequent user - daily activity,Not Fraud
user_7129,Add Beneficiary,0,26-06-2025 13:43,Tablet,"Chicago, US",10,0,Recently flagged - suspicious history,Not Fraud
user_2901,Bill Payment,1048.24,14-05-2025 11:50,Desktop-Mac,"Mumbai, IN",1,1,Consistent single-device user,Not Fraud
user_2100,ATM Withdrawal,31.89,29-03-2025 17:01,POS-Terminal,"Chicago, US",5,3,Frequent user - daily activity,Not Fraud
user_3858,Wallet Top-up,484.61,24-07-2025 15:29,Desktop-Mac,"Moscow, RU",1,1,Multiple device switches,Not Fraud
user_4232,Card Swipe,300.18,22-02-2025 12:45,Desktop-Windows,"Sao Paulo, BR",5,0,New user - no history,Not Fraud
user_4063,Password Change,0,09-03-2025 11:29,POS-Terminal,"Dubai, AE",2,0,Multiple device switches,Not Fraud
user_7431,Loan Application,2328.93,14-02-2025 11:29,ATM,"Beijing, CN",5,3,New user - no history,Not Fraud
user_6131,Money Transfer,4809.53,06-02-2025 07:23,Tablet,"Delhi, IN",3,0,Multiple device switches,Not Fraud
user_3838,Wallet Top-up,504.76,04-08-2025 11:11,Desktop-Mac,"Moscow, RU",5,4,Consistent single-device user,Fraud
user_4196,Add Beneficiary,0,07-05-2025 22:32,Desktop-Mac,"Beijing, CN",2,2,Consistent single-device user,Not Fraud
user_2354,Loan Application,665.67,12-03-2025 18:18,Mobile-iOS,"Sydney, AU",1,0,Consistent single-device user,Not Fraud
user_9369,Money Transfer,11475.65,04-04-2025 10:34,Tablet,"Dubai, AE",1,1,Frequent user - daily activity,Not Fraud
user_5055,ATM Withdrawal,438.66,09-08-2025 01:16,ATM,"Los Angeles, US",5,0,Frequent user - daily activity,Not Fraud
user_6744,Loan Application,12673.77,22-02-2025 08:08,ATM,"Houston, US",1,0,Recently flagged - suspicious history,Fraud
user_9827,Bill Payment,974.34,10-03-2025 17:18,ATM,"Sydney, AU",6,2,Occasional user - sporadic activity,Not Fraud
user_1971,ATM Withdrawal,434.85,05-03-2025 08:55,Mobile-iOS,"Sao Paulo, BR",5,1,Multiple device switches,Not Fraud
user_3329,Loan Application,12666.42,20-01-2025 16:24,POS-Terminal,"Berlin, DE",4,0,Recently flagged - suspicious history,Fraud
user_8449,Card Swipe,170.37,07-07-2025 00:49,Mobile-Android,"Sao Paulo, BR",2,1,Dormant account - reactivated,Not Fraud
user_7516,Online Purchase,2904.55,24-03-2025 19:31,ATM,"Toronto, CA",2,0,Consistent single-device user,Not Fraud
user_1793,Login,0,28-04-2025 07:50,Mobile-Android,"Chicago, US",5,0,Regular user - consistent pattern,Not Fraud
user_4314,Bill Payment,2647.03,13-08-2025 11:55,Desktop-Windows,"Los Angeles, US",2,0,Occasional user - sporadic activity,Not Fraud
user_7493,ATM Withdrawal,365.73,24-01-2025 18:27,POS-Terminal,"Los Angeles, US",1,0,Frequent user - daily activity,Not Fraud
user_8291,Login,0,31-01-2025 00:21,ATM,"Delhi, IN",1,0,Multiple device switches,Not Fraud
user_2678,Money Transfer,6301.36,18-07-2025 20:08,ATM,"Sao Paulo, BR",1,5,Occasional user - sporadic activity,Not Fraud
user_9691,Loan Application,219.07,04-07-2025 16:28,Mobile-iOS,"Moscow, RU",1,0,Consistent single-device user,Not Fraud
user_2420,Money Transfer,2843.26,31-03-2025 08:46,Desktop-Mac,"Toronto, CA",1,0,New user - no history,Not Fraud
user_5668,Login,0,19-03-2025 19:42,Mobile-iOS,"Sydney, AU",2,1,Recently flagged - suspicious history,Not Fraud
user_4921,Card Swipe,199.08,19-01-2025 10:40,Tablet,"Singapore, SG",1,0,Dormant account - reactivated,Not Fraud
user_7895,Password Change,0,01-05-2025 14:11,ATM,"Los Angeles, US",3,0,Frequent user - daily activity,Not Fraud
user_1990,Add Beneficiary,0,09-05-2025 14:40,ATM,"Delhi, IN",4,0,Occasional user - sporadic activity,Not Fraud
user_2369,ATM Withdrawal,48.72,18-05-2025 21:51,Desktop-Windows,"Delhi, IN",3,2,New user - no history,Not Fraud
user_8167,Online Purchase,178.43,27-04-2025 06:27,Tablet,"Moscow, RU",2,1,Occasional user - sporadic activity,Not Fraud
user_1185,Bill Payment,1491.76,30-07-2025 11:33,POS-Terminal,"London, UK",2,1,Recently flagged - suspicious history,Not Fraud
user_1480,Password Change,0,17-01-2025 19:17,Desktop-Windows,"Sao Paulo, BR",3,0,Consistent single-device user,Not Fraud
user_6900,Login,0,05-04-2025 14:36,Mobile-iOS,"London, UK",1,0,New user - no history,Not Fraud
user_9336,Login,0,04-03-2025 02:55,Mobile-Android,"Bangalore, IN",2,0,Regular user - consistent pattern,Not Fraud
user_4678,Password Change,0,23-03-2025 10:58,Desktop-Windows,"Dubai, AE",3,0,Regular user - consistent pattern,Not Fraud
user_4656,Wallet Top-up,2944.33,30-04-2025 22:04,ATM,"Toronto, CA",5,0,Consistent single-device user,Not Fraud
user_7044,Online Purchase,878.33,04-03-2025 18:47,Desktop-Mac,"Mumbai, IN",9,5,Frequent user - daily activity,Not Fraud
user_5016,Bill Payment,24.1,30-03-2025 12:14,POS-Terminal,"Dubai, AE",6,4,Regular user - consistent pattern,Not Fraud
user_6038,Money Transfer,4143.63,16-01-2025 23:26,Mobile-iOS,"Sao Paulo, BR",1,3,Multiple device switches,Fraud
user_8511,Money Transfer,11636.37,11-04-2025 14:40,Mobile-Android,"Lagos, NG",1,1,Occasional user - sporadic activity,Not Fraud
user_6161,Add Beneficiary,0,23-03-2025 17:47,Desktop-Mac,"Toronto, CA",1,0,New user - no history,Not Fraud
user_2731,Bill Payment,1351.45,02-04-2025 11:07,ATM,"Houston, US",2,0,New user - no history,Not Fraud
user_3582,ATM Withdrawal,414.93,02-08-2025 17:02,ATM,"Mumbai, IN",1,0,Dormant account - reactivated,Not Fraud
user_9412,Login,0,14-02-2025 17:16,Mobile-Android,"Kolkata, IN",5,0,Frequent user - daily activity,Not Fraud
user_3290,Money Transfer,288.54,20-02-2025 19:14,ATM,"Delhi, IN",3,3,New user - no history,Not Fraud
user_5240,Money Transfer,484.91,24-04-2025 05:57,ATM,"Chicago, US",6,2,Dormant account - reactivated,Not Fraud
user_1699,Card Swipe,34.81,05-07-2025 21:27,Desktop-Mac,"Sydney, AU",2,0,Dormant account - reactivated,Not Fraud
user_4066,ATM Withdrawal,147.13,08-06-2025 20:02,Tablet,"London, UK",1,0,Consistent single-device user,Not Fraud
user_7275,Bill Payment,1260.61,05-03-2025 16:51,POS-Terminal,"Kolkata, IN",2,0,Multiple device switches,Not Fraud
user_8859,Wallet Top-up,2345.4,24-03-2025 11:36,Desktop-Mac,"Toronto, CA",1,0,Regular user - consistent pattern,Not Fraud
user_1959,Card Swipe,269.42,26-01-2025 18:14,Mobile-iOS,"Beijing, CN",1,2,Regular user - consistent pattern,Not Fraud
user_7363,Password Change,0,15-02-2025 21:54,Mobile-iOS,"Lagos, NG",5,1,Regular user - consistent pattern,Not Fraud
user_3328,Loan Application,18969.95,07-05-2025 19:51,Tablet,"Toronto, CA",2,0,Frequent user - daily activity,Not Fraud
user_9625,Card Swipe,10.33,03-02-2025 21:12,Desktop-Windows,"Sao Paulo, BR",6,2,Dormant account - reactivated,Not Fraud
user_1359,Bill Payment,1761.89,05-08-2025 21:49,Tablet,"Dubai, AE",8,0,Multiple device switches,Not Fraud
user_5944,Password Change,0,22-04-2025 08:10,ATM,"Moscow, RU",2,0,Dormant account - reactivated,Not Fraud
user_3872,Add Beneficiary,0,02-02-2025 11:44,Mobile-iOS,"Sao Paulo, BR",7,3,Multiple device switches,Fraud
user_1530,Bill Payment,1809.15,13-06-2025 21:39,Tablet,"Los Angeles, US",2,0,New user - no history,Not Fraud
user_3750,Money Transfer,16442.15,27-03-2025 17:46,Desktop-Mac,"New York, US",1,1,Dormant account - reactivated,Not Fraud
user_2770,Login,0,18-04-2025 03:28,Mobile-iOS,"Singapore, SG",2,0,Multiple device switches,Not Fraud
user_8855,Loan Application,13036.84,19-01-2025 17:10,ATM,"Dubai, AE",1,0,New user - no history,Not Fraud
user_6600,Bill Payment,2664.35,18-08-2025 08:04,Mobile-Android,"Mumbai, IN",9,2,Regular user - consistent pattern,Not Fraud
user_8113,Bill Payment,165.4,28-06-2025 11:12,Tablet,"Sao Paulo, BR",4,0,Recently flagged - suspicious history,Not Fraud
user_1813,Add Beneficiary,0,09-02-2025 15:53,Mobile-Android,"Mumbai, IN",2,0,Consistent single-device user,Not Fraud
user_4390,Bill Payment,1916.38,30-01-2025 23:30,Desktop-Windows,"Berlin, DE",2,2,Recently flagged - suspicious history,Not Fraud
user_9914,Add Beneficiary,0,05-04-2025 09:56,Mobile-iOS,"Bangalore, IN",1,0,Frequent user - daily activity,Not Fraud
user_2009,Bill Payment,2257.94,30-03-2025 17:05,ATM,"Lagos, NG",9,0,Regular user - consistent pattern,Not Fraud
user_9561,Add Beneficiary,0,28-08-2025 22:43,Desktop-Mac,"Lagos, NG",1,0,Multiple device switches,Not Fraud
user_9226,Loan Application,18014.08,07-02-2025 19:43,Mobile-Android,"Kolkata, IN",2,3,Occasional user - sporadic activity,Not Fraud
user_3067,Login,0,21-02-2025 12:43,ATM,"Moscow, RU",5,0,New user - no history,Not Fraud
user_7358,Wallet Top-up,1195.08,28-04-2025 11:17,ATM,"New York, US",4,0,Multiple device switches,Not Fraud
user_7790,Bill Payment,448.86,25-08-2025 15:48,Mobile-Android,"Lagos, NG",1,0,Dormant account - reactivated,Not Fraud
user_7275,Card Swipe,290.29,14-04-2025 13:11,Mobile-iOS,"Moscow, RU",3,0,Multiple device switches,Not Fraud
user_4892,Login,0,18-08-2025 18:58,Desktop-Windows,"New York, US",5,0,Recently flagged - suspicious history,Not Fraud
user_2609,Online Purchase,407.48,31-07-2025 23:28,Desktop-Windows,"London, UK",2,0,Frequent user - daily activity,Not Fraud
user_4463,Add Beneficiary,0,11-08-2025 18:48,Desktop-Windows,"Dubai, AE",2,0,Recently flagged - suspicious history,Not Fraud
user_7609,Bill Payment,2342.65,14-02-2025 14:36,Mobile-iOS,"Singapore, SG",1,0,Regular user - consistent pattern,Not Fraud
user_1828,Password Change,0,30-07-2025 17:17,Desktop-Mac,"Sydney, AU",3,0,Regular user - consistent pattern,Not Fraud
user_7102,Card Swipe,301.08,31-05-2025 09:55,Tablet,"Mumbai, IN",1,2,New user - no history,Not Fraud
user_1813,Bill Payment,2562.19,26-02-2025 18:13,POS-Terminal,"London, UK",1,1,Regular user - consistent pattern,Not Fraud
user_8767,Bill Payment,1943.88,06-03-2025 15:00,Tablet,"Berlin, DE",2,4,Recently flagged - suspicious history,Fraud
user_6713,Card Swipe,133.48,31-07-2025 13:43,Tablet,"Delhi, IN",1,0,Dormant account - reactivated,Not Fraud
user_5631,ATM Withdrawal,345.36,13-06-2025 13:21,Desktop-Windows,"Dubai, AE",1,1,Recently flagged - suspicious history,Not Fraud
user_3456,Wallet Top-up,2297.6,25-07-2025 21:51,ATM,"Moscow, RU",3,1,Regular user - consistent pattern,Not Fraud
user_5843,ATM Withdrawal,454.39,30-05-2025 12:47,POS-Terminal,"Kolkata, IN",5,0,Frequent user - daily activity,Not Fraud
user_8794,Password Change,0,04-08-2025 14:54,POS-Terminal,"Singapore, SG",1,0,Occasional user - sporadic activity,Not Fraud
user_3999,Password Change,0,27-02-2025 16:14,POS-Terminal,"Singapore, SG",2,2,Dormant account - reactivated,Not Fraud
user_5817,Card Swipe,427.09,30-05-2025 13:55,Tablet,Tor Exit Node,1,2,New user - no history,Not Fraud
user_9680,ATM Withdrawal,212.42,21-02-2025 20:09,Desktop-Windows,"Delhi, IN",3,3,Consistent single-device user,Not Fraud
user_6183,Bill Payment,2337.93,22-03-2025 13:40,POS-Terminal,"Los Angeles, US",2,0,Occasional user - sporadic activity,Not Fraud
user_3595,Card Swipe,394.75,22-04-2025 18:08,POS-Terminal,"Delhi, IN",2,0,Regular user - consistent pattern,Not Fraud
user_9745,Online Purchase,2193.32,13-07-2025 22:57,ATM,"Sydney, AU",1,0,Frequent user - daily activity,Not Fraud
user_6641,ATM Withdrawal,73.18,12-02-2025 12:37,Mobile-Android,"Dubai, AE",1,0,Dormant account - reactivated,Not Fraud
user_6615,Card Swipe,186.03,27-07-2025 09:58,Desktop-Mac,"New York, US",1,5,Frequent user - daily activity,Not Fraud
user_9267,Bill Payment,373.87,07-04-2025 17:50,POS-Terminal,"London, UK",2,0,Regular user - consistent pattern,Not Fraud
user_1323,Login,0,08-04-2025 17:26,Mobile-Android,"Lagos, NG",2,0,Regular user - consistent pattern,Not Fraud
user_9524,ATM Withdrawal,315.17,19-08-2025 17:26,Mobile-Android,"Sydney, AU",3,0,New user - no history,Not Fraud
user_4272,ATM Withdrawal,417.43,15-04-2025 23:22,Desktop-Windows,"Chicago, US",2,3,Consistent single-device user,Not Fraud
user_4842,Login,0,29-01-2025 00:05,ATM,"Lagos, NG",2,3,New user - no history,Not Fraud
user_5192,Online Purchase,1372.97,13-01-2025 23:16,Mobile-Android,"Dubai, AE",6,2,Dormant account - reactivated,Fraud
user_7979,Money Transfer,1945.22,07-08-2025 18:02,Mobile-iOS,"Beijing, CN",1,0,Consistent single-device user,Not Fraud
user_5395,Money Transfer,7483.81,13-04-2025 11:07,Desktop-Mac,"Toronto, CA",2,2,Multiple device switches,Not Fraud
user_2852,Bill Payment,2090.03,27-01-2025 04:54,Desktop-Mac,"Singapore, SG",2,0,Consistent single-device user,Not Fraud
user_7221,Password Change,0,14-08-2025 16:55,ATM,"Sao Paulo, BR",6,0,Consistent single-device user,Not Fraud
user_7738,Card Swipe,32.53,30-06-2025 10:20,ATM,"Beijing, CN",4,0,Frequent user - daily activity,Not Fraud
user_9504,Wallet Top-up,2066.28,06-07-2025 16:27,Mobile-iOS,"Bangalore, IN",3,0,Occasional user - sporadic activity,Not Fraud
user_1894,Login,0,06-08-2025 16:10,Desktop-Mac,"Dubai, AE",5,0,Consistent single-device user,Not Fraud
user_4946,Password Change,0,27-02-2025 23:03,Tablet,"Moscow, RU",2,0,Consistent single-device user,Fraud
user_8341,Money Transfer,17138.96,10-07-2025 13:07,POS-Terminal,"New York, US",2,0,Regular user - consistent pattern,Not Fraud
user_5990,Wallet Top-up,1689.19,04-04-2025 16:29,ATM,"Los Angeles, US",1,0,Consistent single-device user,Not Fraud
user_8414,Money Transfer,1993.87,01-04-2025 16:00,ATM,"Moscow, RU",4,0,Dormant account - reactivated,Not Fraud
user_1750,Bill Payment,1479.8,15-04-2025 19:47,Mobile-Android,"London, UK",1,0,Multiple device switches,Not Fraud
user_6536,Money Transfer,15155.13,22-06-2025 02:40,Tablet,"Chicago, US",6,0,Occasional user - sporadic activity,Not Fraud
user_9689,Login,0,30-05-2025 15:27,Desktop-Mac,Unknown Location,4,3,Occasional user - sporadic activity,Not Fraud
user_2696,Add Beneficiary,0,24-03-2025 16:38,Tablet,"Singapore, SG",2,0,Frequent user - daily activity,Not Fraud
user_5819,Card Swipe,404.35,15-08-2025 08:38,POS-Terminal,"Sydney, AU",5,0,Dormant account - reactivated,Not Fraud
user_4560,Online Purchase,633.09,24-08-2025 17:43,POS-Terminal,"Chicago, US",4,4,Occasional user - sporadic activity,Not Fraud
user_9888,Password Change,0,24-05-2025 17:48,Desktop-Mac,"Lagos, NG",7,1,Recently flagged - suspicious history,Fraud
user_1209,Wallet Top-up,323.88,15-01-2025 12:03,Mobile-iOS,"London, UK",4,5,Recently flagged - suspicious history,Not Fraud
user_2016,ATM Withdrawal,109.96,26-04-2025 14:22,Mobile-Android,"Moscow, RU",3,0,Frequent user - daily activity,Not Fraud
user_7371,Online Purchase,1535.21,27-06-2025 19:44,POS-Terminal,"New York, US",2,0,Dormant account - reactivated,Not Fraud
user_1881,Login,0,11-08-2025 18:12,ATM,"Dubai, AE",2,0,Dormant account - reactivated,Not Fraud
user_9955,Loan Application,3969.56,25-04-2025 17:12,Mobile-iOS,"Kolkata, IN",1,4,New user - no history,Fraud
user_1665,Add Beneficiary,0,11-02-2025 10:16,Tablet,"Dubai, AE",1,0,Occasional user - sporadic activity,Not Fraud
user_1833,Loan Application,16870.64,21-05-2025 11:50,Desktop-Windows,"Los Angeles, US",4,0,Occasional user - sporadic activity,Not Fraud
user_2117,Wallet Top-up,482.31,31-03-2025 14:25,Mobile-iOS,"Singapore, SG",3,0,Recently flagged - suspicious history,Not Fraud
user_9691,Card Swipe,498.35,30-01-2025 19:41,POS-Terminal,"Mumbai, IN",1,0,Frequent user - daily activity,Not Fraud
user_6258,Add Beneficiary,0,07-03-2025 21:07,Tablet,"Sao Paulo, BR",1,0,Dormant account - reactivated,Not Fraud
user_8300,Card Swipe,31.49,12-05-2025 21:12,Mobile-Android,"Kolkata, IN",1,4,Regular user - consistent pattern,Not Fraud
user_4492,Add Beneficiary,0,01-08-2025 19:13,POS-Terminal,"Singapore, SG",4,0,New user - no history,Not Fraud
user_1389,Card Swipe,361.27,15-02-2025 01:04,ATM,"London, UK",1,2,Recently flagged - suspicious history,Not Fraud
user_7357,Card Swipe,318.81,22-06-2025 13:01,Mobile-Android,"Sydney, AU",3,0,Regular user - consistent pattern,Not Fraud
user_6860,Wallet Top-up,322.88,23-01-2025 18:19,Desktop-Windows,"Berlin, DE",2,0,Regular user - consistent pattern,Not Fraud
user_3561,Wallet Top-up,663.5,06-08-2025 18:50,Tablet,"Toronto, CA",3,0,Dormant account - reactivated,Not Fraud
user_3316,Money Transfer,883.37,21-05-2025 15:25,Mobile-Android,"Toronto, CA",4,3,Dormant account - reactivated,Not Fraud
user_3333,Bill Payment,556.06,30-01-2025 16:16,Mobile-iOS,"Beijing, CN",3,0,Consistent single-device user,Not Fraud
user_2198,ATM Withdrawal,339.13,29-05-2025 10:12,Desktop-Mac,"Kolkata, IN",2,1,Frequent user - daily activity,Not Fraud
user_5671,Loan Application,1442.69,26-03-2025 09:31,Tablet,"Beijing, CN",3,0,Dormant account - reactivated,Not Fraud
user_3762,Login,0,02-07-2025 11:50,POS-Terminal,"Moscow, RU",1,0,Dormant account - reactivated,Not Fraud
user_8583,Card Swipe,185.78,14-02-2025 11:35,POS-Terminal,"Moscow, RU",5,2,Occasional user - sporadic activity,Not Fraud
user_4218,ATM Withdrawal,369.44,17-08-2025 16:46,Mobile-Android,"Dubai, AE",3,2,Multiple device switches,Not Fraud
user_1600,Wallet Top-up,785.55,17-06-2025 20:34,ATM,"Chicago, US",2,2,Recently flagged - suspicious history,Not Fraud
user_8613,Wallet Top-up,1533.68,19-06-2025 12:32,Mobile-iOS,"Dubai, AE",5,0,Occasional user - sporadic activity,Not Fraud
user_3299,Card Swipe,88.02,12-08-2025 15:36,Mobile-iOS,"Sao Paulo, BR",2,0,Frequent user - daily activity,Not Fraud
user_4796,Money Transfer,5323.92,13-05-2025 10:42,ATM,"Mumbai, IN",2,0,Regular user - consistent pattern,Not Fraud
user_6309,Money Transfer,14089.54,02-08-2025 14:53,POS-Terminal,"London, UK",2,0,Multiple device switches,Not Fraud
user_2275,Wallet Top-up,758.5,14-04-2025 23:14,Desktop-Windows,"Dubai, AE",2,1,Regular user - consistent pattern,Not Fraud
user_3276,Card Swipe,91.15,24-02-2025 06:41,Mobile-iOS,"Houston, US",2,1,New user - no history,Not Fraud
user_7793,Password Change,0,03-05-2025 17:30,Desktop-Mac,"Houston, US",1,2,Regular user - consistent pattern,Not Fraud
user_1706,Bill Payment,1722.59,11-01-2025 08:40,Tablet,"Chicago, US",1,3,Multiple device switches,Not Fraud
user_1305,ATM Withdrawal,474.15,11-08-2025 09:38,Desktop-Mac,"Houston, US",5,0,Occasional user - sporadic activity,Not Fraud
user_9369,ATM Withdrawal,92.18,02-06-2025 17:59,Tablet,"Los Angeles, US",2,0,Regular user - consistent pattern,Not Fraud
user_7877,Bill Payment,1818.51,03-06-2025 09:57,Mobile-Android,"Singapore, SG",2,1,New user - no history,Not Fraud
user_9835,Login,0,16-06-2025 21:49,Desktop-Mac,"Sydney, AU",2,0,Multiple device switches,Not Fraud
user_8899,Add Beneficiary,0,21-08-2025 11:51,ATM,"Dubai, AE",3,0,Recently flagged - suspicious history,Not Fraud
user_4809,Money Transfer,5701.17,18-02-2025 20:26,Mobile-Android,"Sao Paulo, BR",4,0,New user - no history,Not Fraud
user_4365,Password Change,0,20-04-2025 12:06,POS-Terminal,"Lagos, NG",1,0,Dormant account - reactivated,Fraud
user_5514,Add Beneficiary,0,20-07-2025 18:26,Tablet,"Bangalore, IN",2,0,Recently flagged - suspicious history,Not Fraud
user_6641,Add Beneficiary,0,18-06-2025 18:54,Mobile-Android,"Sao Paulo, BR",2,1,Occasional user - sporadic activity,Not Fraud
user_7562,Password Change,0,25-06-2025 19:39,POS-Terminal,"New York, US",2,0,New user - no history,Not Fraud
user_8727,Loan Application,8735.78,21-01-2025 05:14,Tablet,"New York, US",2,5,Recently flagged - suspicious history,Fraud
user_1941,Bill Payment,1922.67,18-06-2025 13:12,ATM,"Sydney, AU",1,1,Frequent user - daily activity,Not Fraud
user_3776,Login,0,10-02-2025 11:41,Mobile-Android,"Kolkata, IN",4,0,Multiple device switches,Not Fraud
user_9482,Login,0,24-01-2025 18:04,Tablet,"Toronto, CA",5,3,Dormant account - reactivated,Not Fraud
user_4707,Loan Application,19262.99,02-01-2025 13:25,Desktop-Windows,"Houston, US",2,0,Recently flagged - suspicious history,Fraud
user_2917,Wallet Top-up,2870.34,28-05-2025 20:52,Desktop-Windows,"Beijing, CN",8,0,Frequent user - daily activity,Not Fraud
user_8517,Card Swipe,449.3,08-03-2025 20:30,Mobile-Android,"Delhi, IN",4,0,Frequent user - daily activity,Not Fraud
user_6785,Wallet Top-up,1609.28,15-03-2025 17:16,Mobile-Android,"Delhi, IN",4,0,Occasional user - sporadic activity,Not Fraud
user_4580,Loan Application,5418.06,21-08-2025 22:43,Mobile-iOS,"Sydney, AU",1,1,Recently flagged - suspicious history,Not Fraud
